5.427991280194085, 4.524848302329998e-44
6.620233867605619, 5.631314859206928e-44
7.826339740917287, 6.683796363277849e-44
9.087898757829493, 7.881857089687882e-44
10.413575472029816, 9.108749058600075e-44
11.386431560071728, 9.960475410366955e-44
12.463608874512147, 1.0978455917125755e-43
13.773689392074822, 1.2121031249815723e-43
15.083769909637496, 1.3307020724620561e-43
16.172037852798024, 1.4334199365239357e-43
17.392007012009824, 1.5440666674718094e-43
18.79219888792337, 1.6686401201504195e-43
20.01216804713517, 1.7858592838595711e-43
21.41235992304872, 1.9175019605366574e-43
22.70164551176119, 2.028293390266157e-43
23.990931100473663, 2.147220974190698e-43
25.39112297638721, 2.2758792486019475e-43
26.68040856509968, 2.3899296392526574e-43
27.990489082662354, 2.5171438699969284e-43
29.300569600225028, 2.631206302513169e-43
30.5898551889375, 2.7452553543281655e-43
31.990047064851048, 2.8816626881490445e-43
33.279332653563515, 2.9968635075582e-43
34.63793467177666, 3.117929469640365e-43
35.94801518933934, 3.24082889666752e-43
37.32741213640268, 3.376295399373666e-43
38.54738129561448, 3.4759752429169757e-43
39.92677824267783, 3.588251988620534e-43
41.2368587602405, 3.72617495307592e-43
42.52614434895297, 3.829988470886473e-43
43.92633622486652, 3.9943839672686536e-43
45.21562181357899, 4.090764746184211e-43
46.525702331141666, 4.220056433662485e-43
47.905099278205, 4.330623915474998e-43
49.08521149045392, 4.427954518825977e-43
50.23413130942753, 4.545805669390726e-43
51.47489539748954, 4.654864672326813e-43
52.85429234455288, 4.771679459401405e-43
54.074261503764696, 4.896699726342391e-43
